sexo,idade,cor,MSAU051,escolaridade,formacao
Feminino,48,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,42,Branca,Sim,Especialização,Pedagogia
Masculino,48,Branca,Não,Ensino fundamental (1º Grau) incompleto,-
Masculino,49,Branca,Sim,Especialização,Assistência social
Feminino,36,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,50,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,48,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,31,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,35,Branca,Sim,Especialização,Jornalismo
Feminino,33,Branca,Sim,Especialização,Administração
Masculino,52,Branca,Sim,Ensino superior completo,Assistência social
Feminino,36,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,46,Branca,Sim,Ensino superior incompleto,-
Masculino,47,Branca,Sim,Ensino médio (2º Grau) incompleto,-
Masculino,39,Branca,Não,Ensino superior incompleto,-
Feminino,50,Branca,Sim,Ensino superior incompleto,-
Feminino,49,Branca,Não,Especialização,Jornalismo
Feminino,52,Branca,Sim,Ensino superior incompleto,-
Masculino,51,Parda,Sim,Ensino superior incompleto,-
Masculino,47,Branca,Sim,Ensino superior completo,Jornalismo
Feminino,55,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,36,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Masculino,32,Branca,Sim,Especialização,Jornalismo
Feminino,45,Branca,Sim,Ensino superior incompleto,-
Feminino,39,Branca,Sim,Ensino médio (2º Grau) incompleto,-
Masculino,32,Branca,Sim,Ensino superior completo,Administração
Feminino,40,Branca,Sim,Especialização,Sociologia
Masculino,39,Branca,Sim,Especialização,Administração
Masculino,34,Branca,Sim,Ensino superior incompleto,-
Masculino,62,Branca,Sim,Ensino superior completo,Assistência social
Masculino,58,Branca,Sim,Ensino superior completo,Assistência social
Feminino,53,Branca,Sim,Especialização,Direito
Masculino,61,Branca,Não,Ensino fundamental (1º Grau) incompleto,-
Feminino,34,Branca,Sim,Ensino superior incompleto,-
Feminino,46,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,34,Branca,Sim,Ensino superior incompleto,-
Feminino,44,Branca,Sim,Ensino médio (2º Grau) incompleto,-
Masculino,49,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,35,Branca,Não,Ensino superior completo,Administração
Feminino,45,Branca,Sim,Ensino superior incompleto,-
Feminino,50,Branca,Não,Doutorado,Administração
Feminino,51,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,32,Branca,Sim,Mestrado,Psicologia
Feminino,52,Branca,Sim,Ensino superior completo,Assistência social
Masculino,38,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,42,Branca,Não,Ensino superior completo,Assistência social
Feminino,51,Branca,Sim,Doutorado,Administração
Feminino,63,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,44,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,37,Branca,Sim,Ensino superior completo,Administração
Masculino,59,Branca,Sim,Ensino superior completo,Administração
Masculino,39,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,32,Branca,Sim,Ensino superior incompleto,-
Feminino,28,Branca,Sim,Especialização,Administração
Feminino,44,Branca,Sim,Especialização,Pedagogia
Masculino,42,Branca,Sim,Ensino superior completo,Assistência social
Feminino,28,Branca,Sim,Ensino superior completo,Administração
Masculino,46,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,37,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,56,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Feminino,57,Branca,Sim,Especialização,Psicologia
Masculino,45,Branca,Sim,Doutorado,Medicina
Feminino,51,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,55,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,39,Branca,Sim,Ensino superior incompleto,-
Feminino,41,Branca,Sim,Ensino superior incompleto,-
Masculino,39,Branca,Não,Ensino fundamental (1º Grau) completo,-
Masculino,47,Branca,Sim,Ensino fundamental (1º Grau) completo,-
Feminino,37,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,55,Branca,Sim,Especialização,Sociologia
Feminino,40,Branca,Sim,Ensino superior incompleto,-
Feminino,43,Branca,Não,Ensino superior completo,Administração
Masculino,28,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,50,Branca,Sim,Ensino superior completo,Nutrição
Masculino,30,Branca,Sim,Especialização,Administração
Feminino,36,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,40,Branca,Sim,Ensino superior completo,Assistência social
Feminino,46,Branca,Sim,Ensino superior completo,Direito
Masculino,43,Branca,Sim,Especialização,Administração
Masculino,34,Branca,Não,Especialização,Assistência social
Masculino,39,Branca,Não,Ensino superior completo,Enfermagem
Masculino,32,Branca,Sim,Ensino superior completo,Assistência social
Feminino,70,Branca,Sim,Ensino superior completo,Administração
Masculino,43,Branca,Sim,Ensino superior incompleto,-
Masculino,43,Branca,Não,Ensino superior incompleto,-
Masculino,59,Branca,Sim,Ensino superior incompleto,-
Feminino,30,Branca,Sim,Ensino superior completo,Administração
Masculino,63,Branca,Sim,Ensino superior completo,Enfermagem
Feminino,43,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,41,Parda,Sim,Ensino superior completo,Assistência social
Masculino,38,Branca,Sim,Ensino médio (2º Grau) incompleto,-
Feminino,52,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,50,Branca,Sim,Ensino superior completo,Terapia ocupacional
Masculino,46,Branca,Sim,Ensino superior incompleto,-
Feminino,35,Branca,Sim,Especialização,Sociologia
Feminino,47,Branca,Sim,Especialização,Administração
Feminino,36,Branca,Sim,Especialização,Psicologia
Feminino,36,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,46,Branca,Sim,Especialização,Direito
Feminino,66,Branca,Sim,Especialização,Medicina
Feminino,53,Branca,Sim,Mestrado,Pedagogia
Feminino,39,Branca,Sim,Ensino superior completo,Nutrição
Masculino,37,Branca,Não,Especialização,Administração
Feminino,45,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,48,Branca,Sim,Mestrado,Administração
Masculino,52,Branca,Sim,Mestrado,Jornalismo
Feminino,46,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,33,Branca,Não,Ensino superior completo,Administração
Feminino,46,Branca,Sim,Especialização,Pedagogia
Masculino,59,Branca,Sim,Ensino superior completo,Medicina
Masculino,52,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,53,Branca,Não,Especialização,Administração
Masculino,57,Branca,Não,Ensino superior completo,Enfermagem
Masculino,56,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,48,Branca,Não,Ensino superior completo,Administração
Masculino,51,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,61,Branca,Sim,Ensino fundamental (1º Grau) completo,-
Feminino,33,Branca,Sim,Especialização,Pedagogia
Masculino,47,Branca,Sim,Especialização,Administração
Feminino,37,Branca,Sim,Especialização,Pedagogia
Masculino,45,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,51,Branca,Sim,Doutorado,Medicina
Masculino,39,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,57,Branca,Sim,Ensino superior completo,Sociologia
Feminino,27,Branca,Sim,Especialização,Administração
Masculino,52,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,40,Parda,Sim,Ensino médio (2º Grau) completo,-
Feminino,37,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,63,Branca,Sim,Ensino superior completo,Administração
Masculino,35,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,45,Branca,Sim,Especialização,Assistência social
Feminino,29,Branca,Sim,Especialização,Pedagogia
Feminino,33,Branca,Sim,Ensino superior completo,Assistência social
Masculino,50,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,50,Parda,Sim,Mestrado,Administração
Feminino,70,Branca,Sim,Ensino superior completo,Direito
Masculino,56,Branca,Sim,Especialização,Terapia ocupacional
Feminino,44,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,32,Branca,Sim,Ensino superior completo,Terapia ocupacional
Masculino,49,Branca,Não,Ensino superior completo,Administração
Feminino,48,Branca,Sim,Especialização,Sociologia
Masculino,28,Branca,Não,Ensino superior completo,Administração
Masculino,49,Branca,Sim,Ensino superior incompleto,-
Feminino,54,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,62,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Masculino,42,Branca,Sim,Ensino superior completo,Administração
Feminino,57,Branca,Sim,Ensino superior completo,Administração
Masculino,34,Branca,Sim,Ensino superior incompleto,-
Masculino,55,Branca,Sim,Especialização,Administração
Masculino,47,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,39,Branca,Sim,Ensino superior completo,Assistência social
Feminino,44,Branca,Sim,Ensino superior completo,Administração
Masculino,53,Branca,Sim,Ensino superior completo,Assistência social
Feminino,34,Branca,Sim,Ensino superior completo,Pedagogia
Feminino,52,Branca,Sim,Ensino superior incompleto,-
Masculino,63,Branca,Sim,Especialização,Medicina
Masculino,56,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Feminino,62,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,43,Branca,Sim,Ensino fundamental (1º Grau) incompleto,-
Feminino,45,Branca,Sim,Ensino superior completo,Administração
Feminino,26,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,32,Branca,Sim,Ensino superior incompleto,-
Masculino,51,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,66,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,50,Branca,Não,Ensino médio (2º Grau) incompleto,-
Masculino,31,Branca,Sim,Ensino superior incompleto,-
Masculino,24,Branca,Sim,Ensino superior completo,Assistência social
Feminino,30,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,28,Branca,Sim,Ensino superior completo,Pedagogia
Masculino,65,Branca,Não,Ensino superior completo,Enfermagem
Feminino,44,Branca,Não,Ensino superior completo,Assistência social
Masculino,51,Branca,Não,Ensino superior completo,Jornalismo
Masculino,31,Branca,Sim,Mestrado,Administração
Masculino,55,Branca,Não,Ensino fundamental (1º Grau) incompleto,-
Masculino,41,Branca,Sim,Ensino superior completo,Terapia ocupacional
Feminino,44,Branca,Sim,Especialização,Direito
Masculino,54,Branca,Sim,Ensino superior incompleto,-
Masculino,46,Branca,Não,Ensino superior completo,Administração
Masculino,38,Branca,Não,Ensino superior completo,Jornalismo
Masculino,47,Branca,Sim,Especialização,Administração
Feminino,60,Branca,Sim,Ensino superior incompleto,-
Feminino,32,Branca,Sim,Ensino superior completo,Assistência social
Masculino,56,Branca,Sim,Ensino médio (2º Grau) incompleto,-
Masculino,44,Branca,Sim,Ensino superior incompleto,-
Feminino,36,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,38,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,42,Branca,Sim,Ensino superior completo,Administração
Feminino,47,Branca,Sim,Ensino superior incompleto,-
Masculino,48,Branca,Não,Ensino superior incompleto,-
Feminino,53,Branca,Sim,Ensino superior incompleto,-
Feminino,57,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,31,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,54,Branca,Sim,Especialização,Assistência social
Feminino,36,Branca,Sim,Especialização,Administração
Masculino,38,Branca,Sim,Ensino superior completo,Jornalismo
Masculino,36,Branca,Não,Ensino superior completo,Assistência social
Feminino,55,Branca,Sim,Especialização,Pedagogia
Feminino,39,Branca,Não,Ensino superior completo,Pedagogia
Masculino,58,Branca,Não,Ensino médio (2º Grau) completo,-
Feminino,37,Branca,Sim,Ensino superior completo,Administração
Masculino,31,Branca,Não,Especialização,Enfermagem
Masculino,48,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,35,Branca,Não,Ensino superior completo,Administração
Masculino,48,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,36,Branca,Sim,Especialização,Pedagogia
Feminino,36,Branca,Sim,Especialização,Pedagogia
Masculino,48,Branca,Sim,Ensino superior incompleto,-
Masculino,60,Branca,Não,Ensino superior completo,Administração
Feminino,23,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,45,Branca,Não,Especialização,Sociologia
Feminino,46,Branca,Não,Ensino superior completo,Administração
Feminino,43,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,64,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,64,Branca,Sim,Ensino superior completo,Administração
Masculino,36,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,26,Branca,Sim,Especialização,Administração
Feminino,43,Branca,Sim,Especialização,Pedagogia
Feminino,28,Branca,Não,Especialização,Pedagogia
Feminino,45,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,45,Branca,Sim,Ensino superior completo,Administração
Masculino,36,Branca,Sim,Ensino superior incompleto,-
Feminino,34,Branca,Sim,Ensino superior completo,Administração
Feminino,42,Branca,Sim,Ensino superior incompleto,-
Feminino,31,Branca,Sim,Especialização,Administração
Masculino,54,Branca,Sim,Ensino médio (2º Grau) completo,-
Masculino,54,Branca,Sim,Ensino superior completo,Administração
Masculino,38,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,33,Branca,Sim,Especialização,Administração
Masculino,53,Branca,Sim,Ensino superior completo,Administração
Masculino,51,Branca,Sim,Ensino superior completo,Administração
Masculino,38,Parda,Sim,Ensino médio (2º Grau) completo,-
Masculino,47,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,46,Branca,Não,Ensino médio (2º Grau) completo,-
Masculino,35,Parda,Não,Ensino superior incompleto,-
Feminino,45,Branca,Não,Ensino superior completo,Assistência social
Masculino,39,Parda,Não,Ensino médio (2º Grau) completo,-
Feminino,37,Branca,Sim,Especialização,Psicologia
Masculino,28,Branca,Sim,Especialização,Pedagogia
Feminino,31,Branca,Não,Especialização,Administração
Feminino,40,Branca,Não,Especialização,Pedagogia
Feminino,38,Parda,Não,Ensino médio (2º Grau) completo,-
Masculino,36,Branca,Sim,Especialização,Medicina
Feminino,35,Parda,Não,Especialização,Administração
Feminino,49,Branca,Sim,Ensino superior incompleto,-
Feminino,38,Branca,Sim,Especialização,Direito
Feminino,34,Branca,Sim,Especialização,Pedagogia
Feminino,36,Branca,Sim,Ensino superior completo,Administração
Masculino,28,Parda,Sim,Especialização,Pedagogia
Masculino,46,Branca,Sim,Ensino superior completo,Assistência social
Feminino,50,Branca,Não,Especialização,Administração
Masculino,62,Branca,Sim,Ensino superior completo,Assistência social
Feminino,52,Amarela,Sim,Especialização,Pedagogia
Masculino,47,Parda,Não,Doutorado,Medicina
Feminino,40,Branca,Sim,Ensino superior completo,Direito
Masculino,48,Parda,Não,Ensino superior completo,Direito
Feminino,51,Branca,Não,Especialização,Pedagogia
Feminino,37,Parda,Sim,Ensino superior completo,Administração
Masculino,42,Parda,Não,Ensino superior completo,Administração
Masculino,40,Branca,Não,Especialização,Medicina
Feminino,56,Branca,Não,Especialização,Pedagogia
Masculino,42,Parda,Não,Especialização,Administração
Feminino,46,Parda,Sim,Ensino superior completo,Pedagogia
Masculino,50,Branca,Sim,Ensino médio (2º Grau) completo,-
Feminino,39,Branca,Não,Ensino superior completo,Sociologia
Masculino,33,Branca,Não,Especialização,Medicina
Feminino,42,Parda,Sim,Ensino superior completo,Pedagogia
Feminino,38,Branca,Não,Ensino superior completo,Pedagogia
Masculino,41,Branca,Não,Ensino superior completo,Administração
Masculino,32,Branca,Sim,Ensino superior incompleto,-
Masculino,43,Branca,Não,Ensino superior completo,Administração
Feminino,50,Branca,Não,Especialização,Enfermagem
Masculino,30,Branca,Sim,Ensino superior completo,Administração
Masculino,53,Branca,Não,Ensino superior completo,Terapia ocupacional
Masculino,43,Parda,Não,Ensino superior completo,Jornalismo
Feminino,52,Branca,Sim,Especialização,Pedagogia
Feminino,41,Branca,Não,Especialização,Sociologia
Masculino,30,Branca,Não,Ensino superior completo,Administração
Feminino,36,Branca,Sim,Especialização,Pedagogia
Masculino,31,Branca,Sim,Ensino superior completo,Administração
Masculino,28,Parda,Sim,Ensino superior completo,Administração
Masculino,62,Preta,Não,Especialização,Psicologia
Masculino,35,Branca,Não,Ensino superior completo,Assistência social
Feminino,47,Branca,Não,Especialização,Administração
Masculino,53,Branca,Sim,Ensino superior completo,Assistência social
Masculino,59,Branca,Não,Ensino médio (2º Grau) incompleto,-
Masculino,38,Preta,Sim,Especialização,Administração
Masculino,32,Branca,Não,Ensino superior completo,Enfermagem
Masculino,44,Branca,Sim,Mestrado,Administração
Masculino,46,Parda,Sim,Especialização,Enfermagem
Masculino,41,Branca,Sim,Especialização,Sociologia
Masculino,35,Branca,Não,Ensino médio (2º Grau) incompleto,-
Feminino,36,Branca,Não,Ensino superior completo,Administração
Feminino,36,Branca,Sim,Especialização,Pedagogia
